day_of_week,hour_of_day,avg_last_7_days,rainfall,aqi,temperature,zone_demand_score,is_weekend,working_hours,daily_income
6,17,1127,89.19031266768565,197,32.29052845890348,0.9052319493047052,0,10.610554126650687,1267.727830057471
5,22,943,46.20187251124024,231,37.12701875329272,0.36146931156716355,0,10.917216197720336,945.7658031347635
1,16,315,45.34686254477791,118,17.351039229069773,0.7683884347802615,0,10.736612685613615,958.5231689934573
3,10,572,11.177328553917231,82,21.699241418077285,0.6314876424042295,1,9.280474467089823,971.6028914056903
5,12,1125,4.289981078177096,231,15.700867064733387,0.48883977662780054,1,4.815648234174009,918.7848479952855
2,13,685,49.87687027750369,59,36.622107232697516,0.5640806789081662,0,8.6091633106136,1004.941683611681
6,6,1080,56.997202744405584,129,41.477103368076364,0.8126624059899199,1,11.045836522422748,1375.4412385890644
3,6,481,69.5435003150538,272,43.84443804012071,0.8680292259220399,1,9.233361794627289,863.331452795171
6,15,489,73.08240821081039,150,15.931230444402214,0.7823551406298577,1,8.259155915781676,758.9007830762367
1,18,1054,65.43694196873636,166,28.269553353155366,0.9241244225667231,0,11.181805389036365,1371.2813165698144
0,21,446,30.151687723019982,289,24.206403144697383,0.7543783227250427,0,10.80471957943423,813.1198561061424
4,13,1093,91.15423657856046,57,39.209716532141286,0.6118543788140282,0,6.643241173456957,1051.3066064191635
6,20,967,70.2133012289761,124,41.32407821301051,0.6401590697950974,1,6.525664428872825,965.9889861135808
2,8,1130,32.61084582936237,184,18.804109357225578,0.5687702553038287,1,8.266300712010576,1118.22214192207
1,12,583,39.62340174970287,96,22.03577692930636,0.9132273572028304,0,8.80478591456098,1075.3787502664031
0,12,463,99.64812366925194,275,32.53829479436032,0.9465192349918385,1,9.82262022588808,758.9306154609378
6,12,342,75.7902120298817,83,35.9251590831785,0.8567794994727269,0,9.413059562149703,881.4801840156197
3,22,989,89.9020545503572,51,38.04600299238281,0.8525529891185635,1,5.183824589059353,1048.032956553632
4,20,1104,76.03818522163249,267,40.544261703686495,0.6415195392502913,0,4.940116353048781,805.5173282462865
1,20,1119,29.47675555592437,150,33.6109008132697,0.3815450747128603,0,7.986950056435251,1098.6961911589124
5,7,306,96.51208189078943,115,19.519855549291655,0.6948755360901481,0,9.86906759953419,647.4230968713462
3,20,894,91.74647153491414,108,20.624628462871556,0.4908439538165692,1,9.148356369585276,915.2827121367195
5,20,640,72.43944864419747,238,36.88728123180424,0.31329859698023516,0,7.192095979831886,479.79717934941925
2,10,867,58.00535562764264,169,16.120772700333905,0.8188916079984143,0,10.780979289750555,1247.0875278908284
3,13,1164,48.13342858913514,130,41.12057997592176,0.3743978465598554,1,7.225203864223338,1061.0315747905056
0,8,711,49.25969233459566,96,16.9268203103912,0.829982077582464,0,10.864124853235989,1240.5391520717965
0,15,789,24.736253883042725,153,29.138820786011863,0.7886864780234504,1,4.239553852634007,861.4623086885507
4,10,889,46.932260795852486,257,31.414224297961088,0.6769151545535508,1,11.499282312580654,1188.6362442320965
2,22,402,5.427194035183202,54,30.477984565445198,0.976427581404518,0,4.235175987242654,786.846169420983
6,21,614,11.653121558303415,196,31.40900195210467,0.5290581616298318,0,10.2637104446665,916.5887284931749
2,22,979,6.021193452239837,250,43.20628194209415,0.3483997546050017,1,5.650724157269904,808.2058660784149
6,16,883,19.858928107405017,203,38.026535891457556,0.7025694775674428,1,11.846955833867721,1195.468029707391
2,19,391,97.48708203868158,60,36.565811167098275,0.4716404358064772,0,6.196136676634079,478.58980812399903
0,18,600,24.55278304176629,285,41.710475474253286,0.5879956252765304,0,8.75443245028103,696.8137241967895
0,19,969,61.474430615532086,97,37.64806981573946,0.9047219792478105,1,11.349420717938855,1384.124384798341
3,14,788,67.11224100674688,78,43.72997792467035,0.9385016095164953,0,4.748977176894613,963.358354292713
6,22,518,45.441205400821204,240,29.105304835893616,0.8362909661380824,1,7.167047000373937,587.5249331732379
2,9,528,88.39662363466235,284,31.540488768283666,0.9549473780161288,1,10.971479427183759,889.5125685508555
5,15,936,38.51650545552023,54,15.55022093098302,0.3742112948023174,0,8.12744312100103,993.77454422594
5,22,585,88.02723615546067,278,31.706321476453244,0.5573683659982088,1,8.791596879049145,622.0633985101583
6,9,1079,68.51836101418752,141,44.350935007051405,0.5629512066214858,0,6.5007625948230885,903.7321106893307
0,8,834,97.4739995411428,290,18.354117079917824,0.32756931622986485,1,6.271800159261328,487.57362103372765
0,18,1078,18.19929992697915,211,25.075663031539882,0.39475681309608485,0,5.778969733341735,860.5055866655083
4,6,990,85.5689587538361,192,30.03323801120294,0.45631570233467045,1,11.12936261960903,1045.426422533042
1,19,418,24.246535188563488,259,43.12583139734518,0.954639580832372,1,9.785347308876377,903.1601782238042
2,12,1181,74.18928594073617,199,23.540126991433098,0.6306309103444504,0,11.855400878575233,1272.542693069815
0,17,663,32.265743096251065,230,15.217262266398752,0.9142275116659258,0,10.68575658615613,1069.7955294718417
2,9,793,9.588015682944995,133,37.862845566714384,0.8471214738810444,1,4.428600852638959,902.8504053711106
1,11,830,20.011025367917025,287,35.42630046818978,0.3494472605592846,0,10.689995035363811,831.8934851978905
2,18,394,59.35769008543462,284,42.5994345696995,0.32940532133626566,0,4.167436669918416,172.56273890465175
5,16,575,47.07317699358631,89,19.864362965660256,0.7943533912307201,0,9.644291943547497,1091.5362200824127
1,6,999,31.96389302071473,135,41.65142665750813,0.8642785595645659,1,5.3566973744101345,1052.99126335061
3,7,623,90.5080406594465,132,30.74547348000065,0.72020203852592,1,9.423756180243402,969.2371367937975
0,7,822,31.71834633787327,107,33.73135112780601,0.42068918239099495,1,6.994282086109599,839.8653148150937
1,21,596,81.61405947875095,60,26.425097667478003,0.8904143826130375,0,6.728866917989814,893.412193801608
2,22,689,61.853421516263815,280,21.31219187124085,0.5087613111534102,1,7.528663237884128,641.1285690473998
4,22,1122,80.6725856833599,164,28.907504803944025,0.6933143137983808,0,5.3574249666867075,861.325524131364
6,20,1091,2.1378852638943013,120,24.168516492597128,0.8347259785687029,1,7.001872626862504,1342.7795918654174
1,15,965,68.5769991689659,169,38.81215314245482,0.6531117510077687,1,4.555015450085688,834.9329366566496
6,18,827,82.13366217893302,133,34.62684722968636,0.45646998244802434,0,7.979864338657348,852.9828583465063
1,9,1138,29.750755733821666,265,39.93361134265304,0.7828366972168245,0,7.064676779515142,1205.3488948278655
1,6,986,28.50280140463304,232,44.39292772560448,0.3094000425668419,0,5.5190930121618615,738.9158067446087
5,7,1087,76.76629357969223,294,42.59678053202468,0.8517288732964081,1,8.59264822058704,1076.5505294075292
1,14,736,81.61339746485703,102,15.118166214290348,0.4811618438494216,0,4.396779230645521,714.3717552740993
0,11,437,8.546968505525621,224,27.76127657751051,0.4102152165704343,1,9.64058961275034,642.5742565102676
1,22,994,60.04558744271703,184,26.79285983891504,0.4953457207677593,1,10.111859098303011,1026.9926895008182
6,21,1136,43.92760852044486,80,30.911559455509238,0.4070944169494057,1,5.524684614172379,934.5330183882204
1,14,352,57.118148905632694,148,16.808208575407864,0.7539959306731796,1,10.697550351985164,827.8928092463511
6,8,803,68.81534489514291,298,17.3574793888299,0.48476662109872504,1,4.663986666448771,581.8692772748938
4,9,855,71.54461544548259,223,41.63181938813722,0.868213198031119,0,11.500269937666715,1168.1809868780867
5,7,875,53.028506691337995,166,38.20092022657945,0.7287554380965768,1,5.941663725269543,908.0753225350544
1,16,326,34.50951422991807,89,15.25971817384621,0.7044500706383174,1,8.364308885650328,788.8478588268266
1,6,1141,13.364624138311553,146,39.93269080838195,0.5578031352964536,1,10.964289459610473,1302.038503009495
2,20,818,29.138960452893482,143,42.01979259979537,0.7896590986512126,0,10.868882020330455,1218.4266144229628
6,10,815,93.75020469191857,99,38.48957109813698,0.5367319132136857,0,7.659179184423213,859.1374773153105
0,8,528,30.136533114737475,121,40.8956690161721,0.6341416554586563,0,6.572329181489978,755.6842159586948
2,8,636,14.061629551337118,105,20.71081967919229,0.7635798310137016,1,9.97079124717968,1126.3534551880955
2,21,691,57.519897978857905,181,41.80043159563628,0.8619236587772192,1,5.16965853978515,854.1446859765151
3,6,1056,3.289382023703724,147,30.410399292476704,0.9421675508573004,0,11.100375612761354,1502.2186978586446
3,16,885,0.1717807622215406,253,21.092531771405305,0.7179861572844437,1,5.067240542674218,939.4079986812592
3,19,892,5.755141746203519,271,18.769543078667333,0.869304665529987,0,11.65623780905991,1348.2230577932085
4,19,956,70.96819029616641,188,42.03957909381029,0.49943651739698336,0,9.008054632115128,864.2948318825911
2,20,991,87.27422371862625,83,36.3410468048221,0.9655572687086582,1,4.63183134191728,982.4000132476192
6,22,364,70.86118391740457,121,42.63855543108572,0.8276288180109148,0,6.795283498645751,690.9811079390499
5,10,925,16.308198720124857,284,29.794375303179542,0.7162483470621169,0,10.471562886213789,1138.7871310015232
2,21,466,4.476282944058562,151,34.877071692809,0.9200502791551022,0,9.664753452350102,1015.8390048385684
4,21,1015,65.58944874366125,68,38.06507678894927,0.5877517069197931,1,9.369763900584076,1225.5152870997965
4,16,731,46.99085134745591,77,33.339334301493444,0.4737997749522666,0,4.867065915724511,824.0664167137787
1,18,1084,6.35244729747948,287,39.64332538943097,0.8517051863229987,0,7.792817145063548,1161.8208844215442
3,15,404,20.554953653732678,133,39.28475414836175,0.7125383260533624,0,9.238418234176091,801.6407939912199
5,18,1033,2.5995038357242595,256,24.592664021269876,0.7574697075316255,0,7.1762491121479535,1051.9585334682442
5,17,378,7.184695039157962,257,30.897158624131855,0.9421468422161341,0,6.6168340132582415,840.8730154685217
6,14,1108,25.56452016175633,50,16.871213739477547,0.45823881821472773,0,7.2911732504209334,1250.5386733013015
3,15,904,54.32441168317656,270,27.139719998143235,0.3064950920904547,0,11.077443705284447,954.8330206036073
0,9,970,4.923688750569299,202,40.69218886319022,0.3782078890957728,1,7.062791451689274,954.522812501953
2,16,874,89.88862223293907,196,34.97137747079171,0.9729826027031125,0,11.093506369959762,1161.8532835377534
3,15,726,53.60067895767228,68,31.906865707308462,0.3213801685818624,0,5.63489006589197,749.6036471242767
2,19,1104,15.591989324685473,150,33.877764338976576,0.8549539443362588,1,8.953262873247894,1333.549156499441
5,12,1033,2.720340327847992,104,40.319091132082356,0.667103911643652,1,10.558986230185873,1398.7451415465305
5,13,720,11.182595709949494,283,21.345875997312916,0.9671959471228275,1,7.252736403711661,976.6931016460788
3,6,963,72.23562080618059,57,42.18661589554273,0.5017158157780748,1,5.352720266745619,921.6458465936785
2,8,651,21.00218914961888,267,39.813710575593696,0.6407980994011093,0,6.203972406442953,727.9597423384625
3,18,499,86.01630039276063,185,40.760893480767415,0.7487559294858194,1,9.092553432492377,748.2170222034841
3,11,880,78.02776018854107,88,40.97227283378497,0.6406130968093389,0,4.609479638518617,878.6063513242323
6,14,661,21.50204780076741,285,20.4079037868563,0.7069133185509782,0,10.682857878061908,942.5630681600745
3,7,1180,35.426783780886716,194,27.38883436477514,0.35205498346937036,1,6.29804168159996,891.1213481656348
4,18,826,78.90367612408963,278,17.0120289959506,0.4915807985834117,1,5.021577804058702,587.3221339989204
4,15,1125,5.018872337224433,50,37.006142874753586,0.9365989430658366,1,11.866745852551105,1733.1837953457402
0,12,708,7.794270279558968,116,39.05933868408876,0.80858010021266,1,10.937352454438543,1174.1386388798342
5,17,468,75.05811562141548,251,27.09469304272041,0.8988726189439757,0,4.269878116725241,556.22288096452
2,9,1174,86.37186668150395,127,25.95802981053585,0.37491617799563326,0,8.129699439788773,961.9881723822261
4,20,347,21.67044917543921,216,43.745667618510744,0.42401983141055566,0,4.4383264944623475,352.08676349258633
0,19,1107,51.86688205816012,293,37.768679611419486,0.5450588997966839,0,4.563010510940509,814.8276468563358
1,16,745,54.682497459656,235,29.037795624064547,0.3744000650238082,0,7.402337699422228,612.3532877381535
2,14,533,90.47626453510233,215,21.97415976961331,0.5774023364663964,1,8.785620004509695,614.2969928914205
0,11,846,75.55636779077388,257,44.05903019422408,0.9661869583759046,1,5.428232636079554,914.1251111503691
0,12,1130,91.32706698019855,299,42.15425531145222,0.34277271678633997,1,5.837206284304027,712.4609414899311
6,13,807,91.94614777994283,108,18.05168410798969,0.8419593541818895,0,8.706450706649733,1016.2204299923569
2,16,675,90.13294949015932,214,28.828313107159644,0.5074624749189593,1,7.554814758067636,621.0592445598593
5,12,823,27.927487119491555,286,39.68658944388997,0.7334841243599219,0,7.341140068683439,863.2108147473408
2,14,874,16.10444888645558,288,33.364607809009996,0.6446526485749813,0,4.820037451610478,741.3864958714944
6,8,833,93.85809442959886,188,35.62142612235704,0.8317426673673569,0,8.21824560405618,917.7344545312501
5,11,561,38.1271017815473,196,42.24389112292435,0.7714793894952142,0,9.661831203656426,884.6108030328394
6,12,785,39.56555617537764,194,40.293135298338626,0.5803185570499069,1,8.040828531601473,897.8696062227683
4,10,1019,81.4673535734,238,26.736835393527166,0.8264423674862493,1,4.170539011671176,854.8211756946197
0,21,471,40.712803509747765,209,17.60135210336493,0.7120968243861098,0,4.231112897197275,527.4160197530715
5,8,377,4.986223264114442,134,40.729305648518796,0.9364364996809229,0,6.45923731295303,962.2999591836032
0,8,722,81.35565611851965,118,41.81383699572853,0.9669945143136545,1,8.986498534790787,1170.6840074236266
6,12,754,62.21673793482938,92,37.43579452912018,0.64017777866358,1,9.02835826094399,1029.4208209436792
1,15,701,67.29998960585,91,31.39751416223757,0.47605960074696246,1,9.847120912535953,844.1896190134465
5,15,337,54.23769003013151,224,37.532604817130775,0.7647815472191501,1,7.642983864809639,649.8983176589292
6,18,496,64.26450095174724,80,17.990087674129494,0.45554991022486047,1,10.220100673102458,774.7223421624261
6,15,1101,23.11395590904577,276,35.39771899472911,0.6131183708496881,0,8.898230277652017,1083.5993885737767
0,21,850,59.82132758926208,179,22.157779217084396,0.7185184746320792,0,8.177194327407099,1005.0946231807061
3,11,949,21.04505621470666,265,38.235018073396105,0.6545913307674577,0,5.57856540907262,914.0216639661915
5,16,843,85.20806553448756,99,34.41514544393749,0.9392582636631956,1,8.779276233739136,1157.9104886495613
5,9,457,51.32702282073507,234,19.24122610725776,0.9445113319971088,0,4.819666589552085,639.1625256532764
6,14,841,73.18818397449428,203,34.24853539053839,0.3594090349394462,0,4.617068191439414,597.295344773471
4,7,820,14.099765355852622,72,36.89008211511244,0.47262770806823984,1,10.975918851989753,1258.6608809596892
3,6,853,60.03298460689906,297,17.860419096831478,0.5632514778420259,0,10.353558274535992,998.1518804326834
2,22,776,11.19049680266233,142,25.02284085496498,0.9163064273064405,1,8.386428052459213,1194.5856751538813
5,8,414,42.83145661083573,164,37.6202789835872,0.9137539733792086,1,6.615515574602063,803.9838356287645
5,19,362,16.550908444315738,225,37.96248373021429,0.4652374011563901,1,11.430889826649937,811.806760975286
5,20,312,44.290255411507026,248,19.957334000481147,0.9009537295111694,1,11.541307984418513,857.5780433853271
1,11,582,97.21826323939237,239,43.68119852647625,0.7708194822403074,1,8.551440307898481,707.7086946400523
6,12,624,72.43720815401439,275,23.75184068766437,0.5555811622424032,1,7.552580326504616,599.1481915844915
3,20,834,53.29693198190164,244,44.48563929699941,0.46509838756191857,1,7.257710970666038,789.0045578143341
2,19,417,30.779000414482994,107,36.721619341136474,0.5468418529342081,0,6.316590766121011,678.3992286553923
0,13,632,98.89391759460999,73,33.001503461758205,0.4686971682495311,1,6.002919620476079,636.7396147013422
1,9,314,3.0517790138458345,82,27.521735304314074,0.663394599077755,1,4.058105488363558,582.933387921512
1,11,526,52.90572847165299,256,20.688851801939954,0.31702466855805045,1,11.035753531300113,679.9064562009715
1,9,530,45.861358963707445,93,33.449430144104355,0.32056864414121056,0,4.391137084674869,489.96470013004324
2,6,742,54.69759055811687,66,29.217731012701613,0.6015380557722418,1,4.61611084882729,748.9426520026067
3,22,981,37.86366477910483,233,15.256516014991838,0.6560717018331758,0,10.073850456352915,1135.5114432309474
5,14,973,82.9293187287475,137,38.879427325483825,0.7796605822911704,0,10.075008559278185,1200.7768289760636
0,16,828,59.20429801350065,52,38.25366869241019,0.5323773383329491,0,8.81565776086407,1065.8919701997586
5,16,1026,75.60504881331298,52,29.614441003287652,0.6842825370707734,1,11.033639383418942,1390.1062255012648
1,6,649,56.56533481756634,283,28.840844678022123,0.8069091720374744,0,6.04640333393271,600.2451087699657
5,21,651,75.40177113058081,279,37.50774476631853,0.5490735986530684,0,4.9775914717287355,484.7169659880407
0,11,801,76.50834353513316,136,33.32891846437089,0.33472727253150925,1,5.151053193942759,553.7146197092814
6,9,643,38.77879228652734,120,41.9350602585981,0.671763578460056,1,8.206091021254718,910.7668150437953
1,16,613,56.03093341504584,230,33.91743966812598,0.8296062504763635,1,8.021573782253057,866.4946194878453
1,16,1175,32.91042203171207,142,34.728849397290105,0.7027450014070171,0,9.469591909743809,1241.9375990902217
3,6,1179,54.178964854726885,55,17.70014931783565,0.8111032982806052,0,6.805541702125202,1277.2432463100722
3,9,821,19.85596213573566,218,29.242830717697466,0.5584018358969844,1,7.313324333147165,919.5734974805733
2,7,1126,21.311605908508234,152,33.39438612074436,0.7080616283461962,1,6.687160944867338,1188.8146101554441
0,13,961,63.049782094779935,72,33.15805544274146,0.5064367362504973,1,6.249126770493466,908.995271859447
2,9,758,23.734219995027452,53,18.51653147964304,0.5008780578780643,1,6.303539786769019,942.8240805106875
